#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2014-07-23 06:51,-73.7622,40.6386,73.04,62.06,68.47,220.00,7.00,0.00,30.02,1016.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.04,KJFK 230651Z 22007KT 10SM FEW250 23/17 A3002 RMK AO2 SLP165 T02280167
JFK,2014-07-23 07:51,-73.7622,40.6386,71.96,62.06,71.01,220.00,7.00,0.00,30.01,1016.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.96,KJFK 230751Z 22007KT 10SM CLR 22/17 A3001 RMK AO2 SLP163 T02220167
JFK,2014-07-23 08:51,-73.7622,40.6386,71.96,64.04,76.13,210.00,6.00,0.00,30.00,1016.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.96,KJFK 230851Z 21006KT 10SM FEW250 22/18 A3000 RMK AO2 SLP160 T02220178 56013
JFK,2014-07-23 09:51,-73.7622,40.6386,71.96,64.94,78.57,210.00,8.00,0.00,29.99,1015.50,10.00,M,FEW,SCT,M,M,13000.00,25000.00,M,M,M,M,M,M,M,M,M,71.96,KJFK 230951Z 21008KT 10SM FEW130 SCT250 22/18 A2999 RMK AO2 SLP155 T02220183
JFK,2014-07-23 10:51,-73.7622,40.6386,73.04,66.92,81.14,210.00,6.00,0.00,29.99,1015.60,10.00,M,FEW,SCT,SCT,M,8500.00,13000.00,25000.00,M,M,M,M,M,M,M,M,73.04,KJFK 231051Z 21006KT 10SM FEW085 SCT130 SCT250 23/19 A2999 RMK AO2 SLP156 T02280194
JFK,2014-07-23 11:51,-73.7622,40.6386,75.02,66.92,75.93,230.00,7.00,0.00,30.01,1016.30,10.00,M,BKN,BKN,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,75.02,KJFK 231151Z 23007KT 10SM BKN040 BKN250 24/19 A3001 RMK AO2 SLP163 T02390194 10239 20217 53003
JFK,2014-07-23 12:51,-73.7622,40.6386,77.00,66.92,71.08,230.00,11.00,0.00,30.00,1015.80,10.00,M,FEW,SCT,SCT,M,4000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,77.00,KJFK 231251Z 23011KT 10SM FEW040 SCT100 SCT250 25/19 A3000 RMK AO2 SLP158 T02500194
JFK,2014-07-23 13:51,-73.7622,40.6386,78.08,68.00,71.19,200.00,8.00,0.00,29.98,1015.10,10.00,M,FEW,SCT,SCT,M,4300.00,9500.00,25000.00,M,M,M,M,M,M,M,M,78.08,KJFK 231351Z 20008KT 10SM FEW043 SCT095 SCT250 26/20 A2998 RMK AO2 SLP151 T02560200
JFK,2014-07-23 14:51,-73.7622,40.6386,80.06,69.98,71.39,180.00,8.00,0.00,29.96,1014.40,10.00,M,FEW,SCT,SCT,M,4500.00,9500.00,25000.00,M,M,M,M,M,M,M,M,83.22,KJFK 231451Z 18008KT 10SM FEW045 SCT095 SCT250 27/21 A2996 RMK AO2 SLP144 T02670211 58018
JFK,2014-07-23 15:51,-73.7622,40.6386,80.96,71.06,71.92,180.00,10.00,0.00,29.94,1013.70,10.00,M,FEW,SCT,SCT,M,5000.00,9500.00,25000.00,M,M,M,M,M,M,M,M,84.88,KJFK 231551Z 18010KT 10SM FEW050 SCT095 SCT250 27/22 A2994 RMK AO2 SLP137 T02720217
JFK,2014-07-23 16:51,-73.7622,40.6386,82.04,71.06,69.43,180.00,11.00,0.00,29.91,1012.90,10.00,M,FEW,SCT,SCT,M,5000.00,9500.00,25000.00,M,M,M,M,M,M,M,M,86.39,KJFK 231651Z 18011KT 10SM FEW050 SCT095 SCT250 28/22 A2991 RMK AO2 SLP129 TCU DSNT W T02780217
JFK,2014-07-23 17:51,-73.7622,40.6386,82.94,71.96,69.53,190.00,13.00,0.00,29.90,1012.50,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,88.14,KJFK 231751Z 19013KT 10SM FEW050 SCT250 28/22 A2990 RMK AO2 SLP125 T02830222 10283 20239 56019
JFK,2014-07-23 18:51,-73.7622,40.6386,82.94,71.96,69.53,180.00,16.00,0.00,29.88,1011.80,10.00,M,FEW,SCT,SCT,M,5000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,88.14,KJFK 231851Z 18016KT 10SM FEW050 SCT080 SCT250 28/22 A2988 RMK AO2 SLP118 T02830222
JFK,2014-07-23 19:51,-73.7622,40.6386,82.04,71.96,71.59,180.00,18.00,0.00,29.85,1010.80,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,86.87,KJFK 231951Z 18018KT 10SM FEW050 SCT250 28/22 A2985 RMK AO2 SLP108 T02780222
JFK,2014-07-23 20:51,-73.7622,40.6386,80.96,71.96,74.15,180.00,21.00,0.00,29.82,1009.90,10.00,27.00,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,85.27,KJFK 232051Z 18021G27KT 10SM FEW050 SCT250 27/22 A2982 RMK AO2 PK WND 18028/2031 SLP099 T02720222 58026
JFK,2014-07-23 21:51,-73.7622,40.6386,80.06,69.98,71.39,180.00,22.00,0.00,29.80,1009.10,10.00,29.00,FEW,BKN,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,83.22,KJFK 232151Z 18022G29KT 10SM FEW050 BKN250 27/21 A2980 RMK AO2 PK WND 19029/2150 SLP091 T02670211
JFK,2014-07-23 22:51,-73.7622,40.6386,78.08,69.08,73.88,180.00,21.00,0.00,29.79,1008.60,10.00,27.00,FEW,BKN,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,80.26,KJFK 232251Z 18021G27KT 10SM FEW050 BKN250 26/21 A2979 RMK AO2 PK WND 19030/2217 SLP086 T02560206
JFK,2014-07-23 23:51,-73.7622,40.6386,78.08,69.98,76.19,190.00,19.00,0.00,29.81,1009.30,10.00,M,FEW,BKN,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,80.33,KJFK 232351Z 19019KT 10SM FEW050 BKN250 26/21 A2981 RMK AO2 SLP093 TCU DSNT W T02560211 10283 20256 55007
JFK,2014-07-24 00:43,-73.7622,40.6386,77.00,71.60,83.44,190.00,14.00,0.00,29.81,M,10.00,M,SCT,SCT,BKN,M,5000.00,12000.00,25000.00,M,TS,M,M,M,M,M,M,78.32,KJFK 240043Z 19014KT 10SM TS SCT050CB SCT120 BKN250 25/22 A2981 RMK AO2 TSB43 FRQ LTGICCG W-NW TS W-NW MOV E
JFK,2014-07-24 00:51,-73.7622,40.6386,77.00,71.06,81.92,190.00,16.00,0.00,29.82,1009.60,10.00,M,SCT,SCT,BKN,M,5000.00,12000.00,25000.00,M,TS,M,M,M,M,M,M,78.25,KJFK 240051Z 19016KT 10SM TS SCT050CB SCT120 BKN250 25/22 A2982 RMK AO2 TSB43 SLP096 FRQ LTGICCG W-NW TS W-NW MOV E T02500217
JFK,2014-07-24 01:51,-73.7622,40.6386,77.00,71.96,84.46,220.00,14.00,0.0001,29.83,1010.10,4.00,M,SCT,SCT,BKN,BKN,3500.00,7500.00,10000.00,16000.00,TSRA,M,M,M,M,M,M,78.37,KJFK 240151Z 22014KT 4SM TSRA SCT035CB SCT075 BKN100 BKN160 25/22 A2983 RMK AO2 RAB45 SLP101 OCNL LTGICCG E-SE TS E-SE MOV E P0000 T02500222
JFK,2014-07-24 02:27,-73.7622,40.6386,78.80,71.60,78.62,270.00,9.00,0.01,29.83,M,10.00,M,FEW,SCT,OVC,M,1800.00,5000.00,8500.00,M,M,M,M,M,M,M,M,81.70,KJFK 240227Z 27009KT 10SM FEW018 SCT050 OVC085 26/22 A2983 RMK AO2 TSE26RAE17 P0001
JFK,2014-07-24 02:51,-73.7622,40.6386,78.98,69.98,73.97,290.00,10.00,0.01,29.82,1009.70,10.00,M,FEW,SCT,OVC,M,1800.00,4700.00,9000.00,M,M,M,M,M,M,M,M,81.69,KJFK 240251Z 29010KT 10SM FEW018 SCT047 OVC090 26/21 A2982 RMK AO2 TSE26RAE17 SLP097 P0001 60001 T02610211 50005
JFK,2014-07-24 03:51,-73.7622,40.6386,78.08,69.98,76.19,290.00,7.00,0.0001,29.80,1009.10,10.00,M,SCT,OVC,M,M,4300.00,14000.00,M,M,-RA,M,M,M,M,M,M,80.33,KJFK 240351Z 29007KT 10SM -RA SCT043 OVC140 26/21 A2980 RMK AO2 RAB04 SLP091 P0000 T02560211
JFK,2014-07-24 04:51,-73.7622,40.6386,77.00,71.96,84.46,300.00,5.00,0.01,29.80,1009.20,10.00,M,SCT,OVC,M,M,6000.00,12000.00,M,M,-RA,M,M,M,M,M,M,78.37,KJFK 240451Z 30005KT 10SM -RA SCT060 OVC120 25/22 A2980 RMK AO2 SLP092 P0001 T02500222 402830217
JFK,2014-07-24 05:51,-73.7622,40.6386,77.00,69.98,78.96,320.00,8.00,0.0001,29.80,1009.10,10.00,M,BKN,OVC,M,M,6000.00,14000.00,M,M,M,M,M,M,M,M,M,78.11,KJFK 240551Z 32008KT 10SM BKN060 OVC140 25/21 A2980 RMK AO2 RAE0455 SLP091 P0000 60002 T02500211 10267 20244 56007
JFK,2014-07-24 06:51,-73.7622,40.6386,75.92,68.00,76.48,330.00,11.00,0.00,29.80,1009.10,10.00,M,BKN,BKN,M,M,6000.00,14000.00,M,M,M,M,M,M,M,M,M,75.92,KJFK 240651Z 33011KT 10SM BKN060 BKN140 24/20 A2980 RMK AO2 SLP091 T02440200
JFK,2014-07-24 07:51,-73.7622,40.6386,75.02,68.00,78.81,340.00,6.00,0.00,29.80,1009.00,10.00,M,FEW,SCT,SCT,M,5000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,75.02,KJFK 240751Z 34006KT 10SM FEW050 SCT140 SCT250 24/20 A2980 RMK AO2 SLP090 T02390200
JFK,2014-07-24 08:18,-73.7622,40.6386,75.20,68.00,78.34,360.00,7.00,0.00,29.80,M,10.00,M,BKN,OVC,M,M,1600.00,14000.00,M,M,M,M,M,M,M,M,M,75.20,KJFK 240818Z 36007KT 10SM BKN016 OVC140 24/20 A2980 RMK AO2
JFK,2014-07-24 08:51,-73.7622,40.6386,75.02,68.00,78.81,340.00,8.00,0.00,29.82,1009.70,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,75.02,KJFK 240851Z 34008KT 10SM OVC018 24/20 A2982 RMK AO2 SLP097 T02390200 53006
JFK,2014-07-24 09:35,-73.7622,40.6386,75.20,66.20,73.61,340.00,7.00,0.00,29.82,M,10.00,M,BKN,OVC,M,M,3200.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,KJFK 240935Z 34007KT 10SM BKN032 OVC250 24/19 A2982 RMK AO2
JFK,2014-07-24 09:51,-73.7622,40.6386,73.94,66.92,78.72,340.00,5.00,0.00,29.82,1009.80,10.00,M,BKN,OVC,M,M,3600.00,25000.00,M,M,M,M,M,M,M,M,M,73.94,KJFK 240951Z 34005KT 10SM BKN036 OVC250 23/19 A2982 RMK AO2 SLP098 T02330194
JFK,2014-07-24 10:51,-73.7622,40.6386,75.02,64.94,70.88,340.00,11.00,0.00,29.83,1010.20,10.00,M,FEW,BKN,BKN,M,1800.00,5500.00,25000.00,M,M,M,M,M,M,M,M,75.02,KJFK 241051Z 34011KT 10SM FEW018 BKN055 BKN250 24/18 A2983 RMK AO2 SLP102 T02390183
JFK,2014-07-24 11:51,-73.7622,40.6386,75.02,64.04,68.69,360.00,13.00,0.00,29.84,1010.40,10.00,M,FEW,BKN,BKN,BKN,2700.00,6000.00,19000.00,25000.00,M,M,M,M,M,M,M,75.02,KJFK 241151Z 36013KT 10SM FEW027 BKN060 BKN190 BKN250 24/18 A2984 RMK AO2 SLP104 70002 T02390178 10250 20233 53007
JFK,2014-07-24 12:51,-73.7622,40.6386,75.02,64.04,68.69,360.00,8.00,0.00,29.86,1010.90,10.00,M,SCT,BKN,BKN,BKN,2600.00,5500.00,15000.00,25000.00,M,M,M,M,M,M,M,75.02,KJFK 241251Z 36008KT 10SM SCT026 BKN055 BKN150 BKN250 24/18 A2986 RMK AO2 SLP109 T02390178
JFK,2014-07-24 13:51,-73.7622,40.6386,78.08,62.96,59.74,340.00,11.00,0.00,29.86,1011.00,10.00,M,SCT,SCT,BKN,BKN,2700.00,5500.00,13000.00,25000.00,M,M,M,M,M,M,M,78.08,KJFK 241351Z 34011KT 10SM SCT027 SCT055 BKN130 BKN250 26/17 A2986 RMK AO2 SLP110 T02560172
JFK,2014-07-24 14:51,-73.7622,40.6386,78.08,60.98,55.70,340.00,11.00,0.00,29.87,1011.40,10.00,M,FEW,BKN,BKN,BKN,2800.00,4900.00,15000.00,25000.00,M,M,M,M,M,M,M,78.08,KJFK 241451Z 34011KT 10SM FEW028 BKN049 BKN150 BKN250 26/16 A2987 RMK AO2 SLP114 T02560161 51010
JFK,2014-07-24 15:51,-73.7622,40.6386,78.08,60.08,53.95,20.00,11.00,0.00,29.87,1011.60,10.00,M,FEW,BKN,BKN,BKN,3400.00,4500.00,14000.00,26000.00,M,M,M,M,M,M,M,78.08,KJFK 241551Z 02011KT 10SM FEW034 BKN045 BKN140 BKN260 26/16 A2987 RMK AO2 SLP116 T02560156
JFK,2014-07-24 16:51,-73.7622,40.6386,78.08,60.98,55.70,360.00,10.00,0.00,29.87,1011.40,10.00,M,SCT,BKN,OVC,M,3600.00,4900.00,26000.00,M,M,M,M,M,M,M,M,78.08,KJFK 241651Z 36010KT 10SM SCT036 BKN049 OVC260 26/16 A2987 RMK AO2 SLP114 T02560161
JFK,2014-07-24 17:51,-73.7622,40.6386,78.08,60.08,53.95,350.00,10.00,0.00,29.87,1011.30,10.00,M,SCT,BKN,BKN,M,4200.00,5500.00,26000.00,M,M,M,M,M,M,M,M,78.08,KJFK 241751Z 35010KT 10SM SCT042 BKN055 BKN260 26/16 A2987 RMK AO2 SLP113 T02560156 10261 20239 58001
JFK,2014-07-24 18:51,-73.7622,40.6386,80.96,57.92,45.44,20.00,10.00,0.00,29.86,1011.00,10.00,M,SCT,SCT,BKN,M,4600.00,6500.00,26000.00,M,M,M,M,M,M,M,M,81.18,KJFK 241851Z 02010KT 10SM SCT046 SCT065 BKN260 27/14 A2986 RMK AO2 SLP110 T02720144
JFK,2014-07-24 19:51,-73.7622,40.6386,82.04,57.02,42.47,350.00,12.00,0.00,29.85,1010.80,10.00,16.00,SCT,SCT,BKN,M,4600.00,6500.00,26000.00,M,M,M,M,M,M,M,M,81.78,KJFK 241951Z 35012G16KT 10SM SCT046 SCT065 BKN260 28/14 A2985 RMK AO2 SLP108 T02780139
JFK,2014-07-24 20:51,-73.7622,40.6386,82.04,55.04,39.53,M,5.00,0.00,29.85,1010.60,10.00,M,SCT,SCT,BKN,M,5000.00,6500.00,26000.00,M,M,M,M,M,M,M,M,82.04,KJFK 242051Z VRB05KT 10SM SCT050 SCT065 BKN260 28/13 A2985 RMK AO2 SLP106 T02780128 56007
JFK,2014-07-24 21:51,-73.7622,40.6386,82.04,55.04,39.53,30.00,9.00,0.00,29.83,1010.20,10.00,16.00,SCT,SCT,BKN,M,5500.00,7500.00,25000.00,M,M,M,M,M,M,M,M,82.04,KJFK 242151Z 03009G16KT 10SM SCT055 SCT075 BKN250 28/13 A2983 RMK AO2 SLP102 T02780128 $
JFK,2014-07-24 22:51,-73.7622,40.6386,78.98,53.96,42.00,20.00,9.00,0.00,29.84,1010.60,10.00,M,SCT,SCT,BKN,M,5500.00,7500.00,25000.00,M,M,M,M,M,M,M,M,78.98,KJFK 242251Z 02009KT 10SM SCT055 SCT075 BKN250 26/12 A2984 RMK AO2 SLP106 T02610122 $
JFK,2014-07-24 23:51,-73.7622,40.6386,78.08,53.06,41.86,20.00,8.00,0.00,29.86,1011.30,10.00,M,SCT,BKN,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,78.08,KJFK 242351Z 02008KT 10SM SCT055 BKN250 26/12 A2986 RMK AO2 SLP113 T02560117 10283 20256 53006 $
JFK,2014-07-25 00:51,-73.7622,40.6386,77.00,55.04,46.64,360.00,8.00,0.00,29.88,1011.90,10.00,M,BKN,BKN,BKN,M,6000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,77.00,KJFK 250051Z 36008KT 10SM BKN060 BKN080 BKN250 25/13 A2988 RMK AO2 SLP119 T02500128 $
JFK,2014-07-25 01:51,-73.7622,40.6386,75.92,55.04,48.34,10.00,8.00,0.00,29.89,1012.10,10.00,M,FEW,BKN,BKN,M,6000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,75.92,KJFK 250151Z 01008KT 10SM FEW060 BKN080 BKN250 24/13 A2989 RMK AO2 SLP121 T02440128 $
JFK,2014-07-25 02:51,-73.7622,40.6386,75.02,55.04,49.81,10.00,8.00,0.00,29.90,1012.60,10.00,M,FEW,BKN,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,75.02,KJFK 250251Z 01008KT 10SM FEW055 BKN080 24/13 A2990 RMK AO2 SLP126 T02390128 51013 $
JFK,2014-07-25 03:51,-73.7622,40.6386,73.94,55.94,53.37,360.00,9.00,0.00,29.91,1012.70,10.00,M,SCT,BKN,M,M,8000.00,25000.00,M,M,M,M,M,M,M,M,M,73.94,KJFK 250351Z 36009KT 10SM SCT080 BKN250 23/13 A2991 RMK AO2 SLP127 T02330133 $
JFK,2014-07-25 04:51,-73.7622,40.6386,73.04,55.94,55.01,360.00,12.00,0.00,29.92,1013.10,10.00,M,FEW,BKN,M,M,8000.00,25000.00,M,M,M,M,M,M,M,M,M,73.04,KJFK 250451Z 36012KT 10SM FEW080 BKN250 23/13 A2992 RMK AO2 SLP131 T02280133 402830228 $
JFK,2014-07-25 05:51,-73.7622,40.6386,71.96,55.04,55.22,360.00,10.00,0.00,29.93,1013.40,10.00,M,BKN,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,71.96,KJFK 250551Z 36010KT 10SM BKN070 BKN250 22/13 A2993 RMK AO2 SLP134 T02220128 10256 20222 53008 $
JFK,2014-07-25 06:51,-73.7622,40.6386,69.98,53.96,56.78,360.00,10.00,0.00,29.94,1013.90,10.00,M,SCT,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,69.98,KJFK 250651Z 36010KT 10SM SCT070 BKN250 21/12 A2994 RMK AO2 SLP139 T02110122 $
JFK,2014-07-25 07:51,-73.7622,40.6386,69.08,53.96,58.56,360.00,9.00,0.00,29.95,1014.10,10.00,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,69.08,KJFK 250751Z 36009KT 10SM FEW070 BKN250 21/12 A2995 RMK AO2 SLP141 T02060122 $
JFK,2014-07-25 08:51,-73.7622,40.6386,68.00,53.96,60.77,360.00,10.00,0.00,29.96,1014.30,10.00,M,FEW,BKN,M,M,7500.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,KJFK 250851Z 36010KT 10SM FEW075 BKN250 20/12 A2996 RMK AO2 SLP143 T02000122 51009 $
JFK,2014-07-25 09:51,-73.7622,40.6386,66.92,53.06,61.03,360.00,9.00,0.00,29.97,1014.80,10.00,M,SCT,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,66.92,KJFK 250951Z 36009KT 10SM SCT070 SCT250 19/12 A2997 RMK AO2 SLP148 T01940117 $
JFK,2014-07-25 10:51,-73.7622,40.6386,68.00,53.96,60.77,360.00,7.00,0.00,29.98,1015.20,10.00,M,FEW,SCT,SCT,M,5000.00,7000.00,25000.00,M,M,M,M,M,M,M,M,68.00,KJFK 251051Z 36007KT 10SM FEW050 SCT070 SCT250 20/12 A2998 RMK AO2 SLP152 T02000122 $
JFK,2014-07-25 11:51,-73.7622,40.6386,71.96,53.96,53.08,20.00,9.00,0.00,30.01,1016.10,10.00,M,FEW,SCT,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,71.96,KJFK 251151Z 02009KT 10SM FEW050 SCT070 22/12 A3001 RMK AO2 SLP161 T02220122 10222 20194 53018 $
JFK,2014-07-25 12:51,-73.7622,40.6386,75.02,53.96,47.89,10.00,8.00,0.00,30.03,1016.90,10.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,75.02,KJFK 251251Z 01008KT 10SM SCT070 24/12 A3003 RMK AO2 SLP169 T02390122
JFK,2014-07-25 13:51,-73.7622,40.6386,75.92,53.96,46.47,360.00,9.00,0.00,30.03,1016.90,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,75.92,KJFK 251351Z 36009KT 10SM FEW070 24/12 A3003 RMK AO2 SLP169 T02440122
JFK,2014-07-25 14:51,-73.7622,40.6386,78.08,51.98,40.23,40.00,5.00,0.00,30.02,1016.60,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,78.08,KJFK 251451Z 04005KT 10SM FEW075 26/11 A3002 RMK AO2 SLP166 T02560111 50005
JFK,2014-07-25 15:51,-73.7622,40.6386,80.06,51.98,37.69,M,3.00,0.00,30.02,1016.60,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,80.06,KJFK 251551Z VRB03KT 10SM FEW075 27/11 A3002 RMK AO2 SLP166 T02670111
JFK,2014-07-25 16:51,-73.7622,40.6386,82.04,51.98,35.34,360.00,10.00,0.00,30.01,1016.20,10.00,M,FEW,SCT,M,M,5500.00,7500.00,M,M,M,M,M,M,M,M,M,80.99,KJFK 251651Z 36010KT 10SM FEW055 SCT075 28/11 A3001 RMK AO2 SLP162 T02780111
JFK,2014-07-25 17:51,-73.7622,40.6386,82.04,48.92,31.54,M,3.00,0.00,30.00,1015.70,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,80.64,KJFK 251751Z VRB03KT 10SM FEW070 28/09 A3000 RMK AO2 SLP157 T02780094 10283 20222 58009 $
JFK,2014-07-25 18:51,-73.7622,40.6386,82.04,53.06,36.77,240.00,10.00,0.00,30.00,1015.80,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,82.04,KJFK 251851Z 24010KT 10SM FEW060 28/12 A3000 RMK AO2 SLP158 T02780117
JFK,2014-07-25 19:51,-73.7622,40.6386,82.04,53.06,36.77,210.00,9.00,0.00,29.98,1015.30,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,82.04,KJFK 251951Z 21009KT 10SM FEW060 28/12 A2998 RMK AO2 SLP153 T02780117
JFK,2014-07-25 20:51,-73.7622,40.6386,80.96,57.02,43.99,190.00,13.00,0.00,29.97,1014.80,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,81.02,KJFK 252051Z 19013KT 10SM FEW060 27/14 A2997 RMK AO2 SLP148 T02720139 58009
JFK,2014-07-25 21:51,-73.7622,40.6386,78.08,60.08,53.95,180.00,12.00,0.00,29.98,1015.30,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,78.08,KJFK 252151Z 18012KT 10SM FEW065 26/16 A2998 RMK AO2 SLP153 T02560156
JFK,2014-07-25 22:51,-73.7622,40.6386,75.02,60.98,61.66,180.00,13.00,0.00,29.98,1015.30,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,75.02,KJFK 252251Z 18013KT 10SM FEW070 24/16 A2998 RMK AO2 SLP153 T02390161
JFK,2014-07-25 23:51,-73.7622,40.6386,73.94,60.98,63.94,180.00,12.00,0.00,30.00,1015.80,10.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,73.94,KJFK 252351Z 18012KT 10SM FEW070 SCT250 23/16 A3000 RMK AO2 SLP158 T02330161 10283 20233 51009
JFK,2014-07-26 00:51,-73.7622,40.6386,73.04,62.06,68.47,190.00,10.00,0.00,30.02,1016.40,10.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,73.04,KJFK 260051Z 19010KT 10SM FEW070 SCT250 23/17 A3002 RMK AO2 SLP164 T02280167
JFK,2014-07-26 01:51,-73.7622,40.6386,73.04,64.04,73.41,190.00,9.00,0.00,30.03,1016.90,10.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,73.04,KJFK 260151Z 19009KT 10SM FEW070 SCT250 23/18 A3003 RMK AO2 SLP169 T02280178
JFK,2014-07-26 02:51,-73.7622,40.6386,71.96,62.96,73.30,220.00,6.00,0.00,30.02,1016.60,10.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,71.96,KJFK 260251Z 22006KT 10SM FEW070 SCT250 22/17 A3002 RMK AO2 SLP166 T02220172 50008
JFK,2014-07-26 03:51,-73.7622,40.6386,71.06,62.96,75.57,220.00,6.00,0.00,30.02,1016.40,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.06,KJFK 260351Z 22006KT 10SM SCT250 22/17 A3002 RMK AO2 SLP164 T02170172
JFK,2014-07-26 04:51,-73.7622,40.6386,69.98,62.06,75.96,220.00,7.00,0.00,30.01,1016.20,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,69.98,KJFK 260451Z 22007KT 10SM SCT250 21/17 A3001 RMK AO2 SLP162 T02110167 402830194
JFK,2014-07-26 05:51,-73.7622,40.6386,71.96,60.98,68.35,250.00,10.00,0.00,30.01,1016.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.96,KJFK 260551Z 25010KT 10SM BKN250 22/16 A3001 RMK AO2 SLP160 T02220161 10233 20211 57005
JFK,2014-07-26 06:51,-73.7622,40.6386,71.06,62.96,75.57,240.00,9.00,0.00,30.00,1015.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.06,KJFK 260651Z 24009KT 10SM BKN250 22/17 A3000 RMK AO2 SLP159 T02170172
JFK,2014-07-26 07:51,-73.7622,40.6386,69.98,60.98,73.11,250.00,8.00,0.00,30.00,1015.70,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,69.98,KJFK 260751Z 25008KT 10SM BKN250 21/16 A3000 RMK AO2 SLP157 T02110161
JFK,2014-07-26 08:51,-73.7622,40.6386,69.98,62.06,75.96,260.00,6.00,0.00,30.00,1015.90,10.00,M,SCT,BKN,M,M,19000.00,25000.00,M,M,M,M,M,M,M,M,M,69.98,KJFK 260851Z 26006KT 10SM SCT190 BKN250 21/17 A3000 RMK AO2 SLP159 T02110167 55001
JFK,2014-07-26 09:51,-73.7622,40.6386,71.06,60.08,68.25,250.00,9.00,0.00,30.01,1016.30,10.00,M,SCT,SCT,BKN,M,15000.00,19000.00,24000.00,M,M,M,M,M,M,M,M,71.06,KJFK 260951Z 25009KT 10SM SCT150 SCT190 BKN240 22/16 A3001 RMK AO2 SLP163 T02170156
JFK,2014-07-26 10:51,-73.7622,40.6386,71.06,59.00,65.67,260.00,8.00,0.00,30.01,1016.20,10.00,M,BKN,BKN,M,M,16000.00,23000.00,M,M,M,M,M,M,M,M,M,71.06,KJFK 261051Z 26008KT 10SM BKN160 BKN230 22/15 A3001 RMK AO2 SLP162 T02170150
